time,message
1/31/2017 21:15,When is the Retail industry and the Entertainment industry going to learn to stay out of Politics! Yes...YOU HAVE (or HAD) customers and followers from All Walks Of Life and a Wide Spectrum of Beliefs! JUST SOLD ALL MY STARBUCKS STOCK AND DUMPING MY GOKD CARD STATUS!
1/31/2017 21:14,"My support for hiring , those from Syria & Iran , etc."
1/31/2017 21:13,"so you are going to hire 10,000 refugees?  How about hiring all the homeless, poor, down and out?  Build rehabs centers for all the drugs that come in.  Plenty of places right here that you can spend your money on."
1/31/2017 21:13,"I have several of the cards left from your Christmas beverage promotion. I went to use one at the 10002 N Dale Mabry Tampa, FL and the lady (just now) said that the button on her register is not working to promo off the beverage. She wanted me to pay for my beverage.  I want to know if I can get the 3 beverages I was not able to purchase because of your computer glitch. The expiration date on the carde is 01-31-2017."
1/31/2017 21:13,Immigrants and refugees built this country and will continue to do this. Thanks for standing up for them. The kind of crowd that is screaming boycott right now are the same exact kind of people that pitched a fit and screamed boycott before over your holiday cups.
1/31/2017 21:12,Not interested in your hiring of immigrants. Hire those already in our country. Support USA. Immigrants drain the system!
1/31/2017 21:05,"WOW! HIRE 10,000 ILLEGAL PEOPLE. NOT TO BRIGHT. SAY SO LONG TO MY HARD EARNED $$$$."
1/31/2017 21:04,"No more Starbucks for my family.  All you bleeding hearts suck up that coffee while Americans are going hungry and needing jobs.  That 90 day ban everybody is up in arms about might just keep that terrorist out that plans on blowing up the mall your kids hang out at.  I'm a Vet and a woman and spent a lot of time overseas in many different countries.  Americans are too soft and don't have a clue how ruthless some of these folks can be.  They don't even ask the people coming in if they will even comply to our laws.  ""Are you a terrorist"".....well that just don't cut it.  Some of those countries mutilate women and believe in honor killings.  So if there is a ban to revamp the program, I'm all in.  I can barely pay for my family and now as a retired Vet, I'm having to give up more to pay for all these people that really just want to go home and don't even like our way of life and some would slit your throat as well as look at you.  All it takes it a handful.  Look at 9/11, they waltzed right through the door.  Hollywood and some of these companies like Starbucks are just too soft and I hope your kids don't run into those that just walk on in.  I hope someone in your family doesn't go hungry because a job or welfare was given to a non-American.  I'm sorry, I'm Christian and believe in and HAVE helped, but I have seen 1st hand how those in the countries that are only banned for 90 days live and act.  A little delay in hopes of keeping Americans safe will not bring down the house.   I hope the idiocy that gets people dead doesn't come to your community because it's showing in full force every time I turn on the TV.  I guess I'll go back to black!"
1/31/2017 21:04,"Starbucks has essentially said, F**K YOU to their support of, and belief in, The Constitution of the United States.
As of today, I am ceasing any, and ALL financial support, to Starbucks. 
I will not step inside a retail establishment. 
I will not purchase bulk Starbucks coffee from Sam's Club. 
I am urging Sam's Club to discontinue their sales of Starbucks coffee nationwide. 
They can become a has-been company, for all I'm concerned."
1/31/2017 21:03,I am in full support of Starbucks!!!
1/31/2017 21:01,"Dear Howard Schultz (CEO Starbucks),

Clearly you are an intelligent man, or else, you would not be the CEO of a major company. However, your recent pledge to hire 10,000 refugees over the next 5 years is a dumb one, in my opinion.

Did you know that there were just under 48,000 homeless veterans in the US in 2016? Do you understand that the very freedoms we enjoy as Americans were afforded to us by the sacrifices of the men and women in the military? Do you understand that the very reason people flee to the US are for those freedoms that the military men and women have sacrificed for? Yet you want to offer jobs to people fleeing here, who aren't even citizens, while the very men and women who afforded us those freedoms are living in the streets???

I can't fathom why you would jump on this social media train to defend men and women fleeing here who do not fall under our constitution. As I understand it, the US constitution applies to US citizens. We have US citizens living in the streets. Why are they not important enough to you to offer jobs? Is it because it doesn't fall within your political agenda at the current time? Is it because you won't get funding from certain organizations? Is it because you want to jump right into main stream media to get your name out there?

Here is a thought. Pledge to hire 10,000 or more homeless veterans over the next 10 years. The best reason to do so is because without them, you and I would not have the freedoms that we have today. In addition, veterans making money here are certain to put that money right back into the economy. Furthermore, the US is a patriotic country. You pledge to hire vets, and your business will grow insanely because of that patriotism. 

Instead, you pledge to hire refugees. IF these refugees go through the process of becoming citizens here, that process take years. Until citizenship is acquired, these refugees do not fall under the constitution. Does that mean they aren't people? No, not at all. Does that mean I don't feel for them? No. 

You should set your priorities.  Are refugees in a bad position? Yes. Are our homeless veterans in a bad position? Yes. Our homeless veterans have priority over anyone fleeing to this country. If it weren't for veterans, no one would want to flee here because we would be in the same boat.

You have a chance to contribute in a good, and well needed, way. Choose your priorities wisely.

Sincerely,

Jennifer Smith  - proud US citizen and wife/daughter/cousin/niece/granddaughter/friend of US veterans"
1/31/2017 21:01,"I am so disappointed that Starbucks is discriminating in their hiring practice. Vowing to hire 10000 refugees? So if I need a job I won't get it if there is a refugee next to me also asking for a job? This is straight up discrimination.  Then I see your photos with the rainbow flag... onelove  why can't you all stick to making fabulous coffee and leave opinions and politics alone!!! So, now I have to stop getting my a.m. coffee because your company is being discriminatory. You cannot  expect to remain 1 when you are pissing on so many people's values (with the onelove reference) and hiring refugees to prove a point... you will be loosing lots of customers. I suggest you all stick to coffee and do some damage control. I smell a discrimination lawsuit in the future..."
1/31/2017 20:57,"I hope that Starbucks everywhere... becomes a ""death zone"""
1/31/2017 20:57,"I don't know why Starbucks always needs to get involved. Its everyone thinking they need to prove something. 

Now I can't and won't buy your coffee. Which includes my heavy traffic in store, and large purchases of pods. 

Because my veterans are more important than refugees. 

Yes its sad what has happened to them, but our veterans fought for US. Ì†ºÌ∑∫Ì†ºÌ∑∏"
1/31/2017 20:56,"I will NEVER purchase ANYTHING from Starbucks, nor their brand... again....!!! Hire American!!! Veterans would be the best....!!!"
1/31/2017 20:54,"maybe you should have stay out of politics, you lost my business"
1/31/2017 20:48,Why not hire people with physical disabilities.
1/31/2017 20:47,I applaud you for hiring refugees!
1/31/2017 20:45,Hire American homeless and vets.  boycottstarbucks
1/31/2017 20:42,"This idea of boycotting is so stupid at so many levels.  We should thank Mr. Schultz for hiring refugees, do you people who promote a boycott rather they get on welfare.  He has done the same thing for vetrens in the past.  Think about it by his action there will be many more tax paying people rather than people taking money out of the system.  I can't drink coffee but I'll make sure to buy a cup a day and give it to friend."
1/31/2017 20:41,Thank you for taking a stand.
1/31/2017 20:40,"Good job Starbucks, helping people while also infuriating the alt-tight coffee drinkers. Now I can get my coffee without having to rub elbows with any 'Mercian patriot' mouth breathers, sounds like a win-win!Ì†ΩÌ±ç"
1/31/2017 20:38,No more Starbucks for me.
1/31/2017 20:38,In my opinion as long as we have homeless men women and children scavenging for food in the USA because they are waiting and praying for an opportunity to come there way we should take care of our citizens first. We have little kids who this last christmas wrote letters to SANTA to please not get them anything for christmas. Their mom is really sad because she needs a job she said she would be glad for any job cuz she heard her tell her dad who needs one too. Or my little brother is really hungry you dont have to get me anything but he said he wanted a peanut butter and jelly sandwich. I AM sincere we should help all people we can. I am just confused by american citizens going to other countries to adopt kids when we have so many gete looking for a chance at a family ornlooking to hire anyone but an american who needs our help. What is it about many americans who think other people are more deserving than our own who are hurting. In a plane you are told in case of emergency to put the oxygen mask on yourself first so you will be able to take care of you kids. America is in need of an oxygen mask I just hope we can convince others there is NOT ANYTHING WRONG WITH AMERICA TAKING CARE OF AMERICANS BEFORE WE HELP ANYONE ELSE. STARBUCKS AMERICA NEEDS JOBS TO HELP OUR PEOPLE I WILL BE BOYCOTTING YOURS AND ANY BUSINESS WHO PUTS AMERICANS AT THE END OF THE LINE.DO THE MATH EVEN IF JUST 1 MILLION PEOPLE BOYCOTT AND THEY PURCHASED A $3.00 coffee and thats on the low side you lost $3 million not including any additional items theyy purchase with thier coffee.  USA USA USA USA USA
1/31/2017 20:37,Thank you for supporting Immigrants. I went and got breakfast and coffee from you this morning.
1/31/2017 20:37,I plan on purchasing as much Starbucks as my body can handle haha! You guys rock. Thank you for having a conscious and doing the right thing!!!! We need more of this! <3
1/31/2017 20:35,I am going to have all of anyone who will listen to not buy anything from you anymore cause you would rather defend and hire illegals instead of Americans I hope you go out of business for not wanting to hire Americans
1/31/2017 20:35,You Rock Starbucks!!! With all you're doing for our Vets and now helping out refugees.
1/31/2017 20:34,"I think your statement was an atrocity - perhaps if you look at Europe, where I have relatives,and see how the crime has become unconcontrollable or the Middle East, where Christians and Muslims are being killed in honor killings, killed for refusing to convert, where children are raped, it's despicable. I am a refugee, I came from Cuba in 1961 but we assimilated, we embraced this wonderful country. My brother served 4 tours in Vietnam to protect the freedoms that the USA has given us, that allows the lawlessness that is gong on. It is a sad day when a US company turns it back on it's citizens. Oh, and by the way, where was the outrage when Obama did the same thing, where was the outrage when he sent back Cubans to the gulag that is Castro
Castro's Cuba? crickets, I will never, ever spend a dime (laughing) in any of your stores and believe me, there are many more who feel the same. I hope that saner minds will prevail and you will correct this before your company goes down the drain. Rant over"
1/31/2017 20:32,thank you Starbucks for your courageous stand on the immigration and refugee issue. I will be drinking your coffee.
1/31/2017 20:31,"Dear Howard Schultz, I love your coffee and enjoy visiting with friends at your coffeehouses.   I bought stock in Starbucks because of the quality of your coffee and cafes.  I did not buy your stock because of your personal political views.  In fact, your political views and public comments, as CEO of Starbucks, are costing small shareholders a great deal of money.  Although you may be well insulated from drops in the price of your stock, your political views and public positions on social issues are hurting small shareholders.   Do you even think about the impact to your stock price and bottom line (boycotts) when you mix politics and business?  Or don't you care?"
1/31/2017 20:30,"Thanks for hiring veterans, Starbucks. And you give benefits so it's not like a job at Walmart. You are a standup company."
1/31/2017 20:26,Thanks for standing up for refugees!
1/31/2017 20:26,Hi Starbucks! How about instead of hiring 10000 immigrants you hire 10000 veterans??? I bet you wont see this post on your Facebook - I have been a loyal Starbucks customer for many years - just cut up my Starbucks card - you shall see me no more.
1/31/2017 20:26,Won't be going to Starbucks anymore Ì†ΩÌ∏Ç
1/31/2017 20:22,"Don't let the white people get to you with their complaints.

<3"
1/31/2017 20:17,"I don't usually go to Starbucks, but now I will go out of my way to go there to boycott this stupid boycott and support the CEO's decision to hire refugees. Refugees are (by definition) victims, not terrorists. Way to go Starbucks! boycotttheboycott"
1/31/2017 20:13,Thank you Howard  Schultz for your inspiring article on Living Our Values.  This is the way all  businesses should be run..with a heart.
1/31/2017 20:12,"Starbucks sounds good right now, but sadly the closest location to me doesn't make my fav drink (Pokemon Go). =("
1/31/2017 20:09,Good for Starbucks.  I for one will stick with you!
1/31/2017 20:08,Thank you Starbucks for hiring veterans!!!!!!!  Bravo!
1/31/2017 20:07,Thank you Starbucks for taking a stand to hire immigrants!!!!!!!!!!!
1/31/2017 20:06,proud of you Starbucks!!!  Thank you for sticking to your missions and supporting everyone!!   You have my support!!
1/31/2017 20:04,I will no longer be buying coffee and/or any other products from Starbucks...
1/31/2017 20:02,I was dismayed to hear your chief executive say he will employ tens of thousands of refugees. This shows arrogance and contempt for local people and for his own government. These immigrants will be given preference for jobs with your company over local people it seems. No doubt it's cheaper to hire people who are new to a country. These are typical views of a man so privileged that he loses touch with his customers. I'm very tempted to join the calls for a boycott of your company. Very disappointing.
1/31/2017 20:01,"Dear Starbucks:  while I appreciate the concept of helping others, I kindly suggest that before hiring 10,000 non-citizens you hire 10,000 veterans, or 10,000 special needs adults that can function and work, or perhaps 10,000 recently laid-off American workers.  Might be a better choice and help improve your recent image issues.  Just a thought, kindly phrased and submitted."
1/31/2017 20:00,I support your stand on refugees and I am now one of your regular   customers.  I just got my Mocha.
1/31/2017 19:59,"I didn't really care for your coffee before, I will No longer buy it, due to your actions towards our president and country! You liberals keep stirring the pot without putting things into perspective!"
1/31/2017 19:58,I guess I will get my coffee from someone else including the cold coffee from Kroger.
1/31/2017 19:55,It would be great if you would consider putting a digital marquee at entrance if drive through that says what that location is out of. Sucks getting stuck in a 20min drive through only to find out they are out of the beverage you came through.
1/31/2017 19:54,Thank you Starbucks!
1/31/2017 19:53,Why don't you help out our Veterans and hire them instead!
1/31/2017 19:53,"I humbly thank you! I appreciate your courage to step up and do what is right, kind, and just.  The USA is comprised of people from all over the world and their descendants. Thank you again for your stand!! NoBanOnImmigrants"
1/31/2017 19:48,"People don't read.  Starbucks is not hiring 10,000 refugees in the United States."
1/31/2017 19:45,Great job on supporting refugees.   Thank you for doing the right thing.
1/31/2017 19:43,I may disagree with your business practices and products. But you stepped up proving that you do care about the communities and staff your employees reside. To go the distance globally...thank you.
1/31/2017 19:42,"So you've decided to hire 10,000 refugees when we have homeless vets in the streets, vets that don't have jobs, Americans that don't have jobs, but you will hire 10,000 refugees. We are going to ban your company. You should be ashamed of yourself."
1/31/2017 19:42,"absolutely NO reason to hire refugees when so many americans are out of work.  Starting yesterday i will not buy a single starbucks product until you stop the practice.  Will encourage friends not to either.  Hire Americans first, then when everyone is working there will be room for immigrants."
1/31/2017 19:42,Down with starbucks.
1/31/2017 19:41,We're heading to Starbucks today. Heard they're stirring Human Kindness into their goods these days! ‚ù§Ô∏è‚òïÔ∏è
1/31/2017 19:40,Thank you Starbucks and Howard Schultz for your commitment to hire refugees to send a message that hatred and racism have no place in any country.
1/31/2017 19:40,"Thank you for taking a stand against tyranny!!  I rarely go to Starbucks, now...I will be there everyday!!  notmypresident"
1/31/2017 19:38,Thank you for standing on the right side of history in your support of immigrants. Peace.
1/31/2017 19:38,"Thank you for offering to hire 10,000 refugees after Trump's Travel Ban from 7 Muslim Countries."
1/31/2017 19:37,I think its great you want to hire people in need. Start with American citizens in need. Veterans perhaps? Widows of service men and woman? Children who grew up in foster care? People living in shelters? Would love to see that and then I would love to frequent Starbucks.
1/31/2017 19:36,Thanks for standing up for humanity!
1/31/2017 19:36,Hey Starbucks. I know that you have been working with veterens for years. Thank you for all the work you have done with them. And thank you for hiring 10000 refugees. It's good to see a company holding up American values. Even if the media doesn't know what those values are anymore.
1/31/2017 19:36,Done with Starbucks. Never buy your product again. Sell em to a Muslim
1/31/2017 19:34,I was a little surprised when your president (i don't know his name i'll just call him CLEARABLE the CLOWN) to hire immigrants. I hope he can find some to drink your over price garbage you call coffee. i'll  be at DUNCAN DONUTS I believe it's an AMERICAN COMPANY!!!
1/31/2017 19:33,"Way to go on blatantly breaking the law Starbucks. I will never buy your products. I have been a long standing customer. I'm done with you.

"
1/31/2017 19:29,"We don't have a Starbucks in my town, but I do like to stop whenever we are traveling.  I'll make sure to pick up a bag of beans at the grocery store this week too.  Thanks for sticking up for what really makes us great."
1/31/2017 19:29,Thank you for your stance on hiring refugees.
1/31/2017 19:29,"I will continue buying my coffee drinks at Starbucks and I thank them for pledging to hire immigrants. It takes courage to stand up to hate speech, ignorance and fear mongering."
1/31/2017 19:27,"Dear Starbucks, I have enjoyed the wonderful tastes and blends of your coffee for year's and don't mind paying the extra money for it. I've got cups, thermoses, Kcups, etc because you are an American made business.  Apparently you have forgotten that it is the American working class that has made you and your business WHO you are today. If you follow through with hiring illegal refugees thereby REFUSING to hire legal American citizens I can see the hand writing on the wall.  You had to close numerous shops over the years. If you implement your so called ""plan"" you will feel the backlash from it almost immediately.   While I know I am not personally responsible for keeping your business up and running with my purchases, I am one of many that WILL boycott your business effective today. No hard feelings.  Business is business and I will take mine to a company that appreciates that."
1/31/2017 19:27,I will no longer buy ANYTHING from Starbucks.  Good luck making money from all the anti-American groups you so adore.
1/31/2017 19:24,Dunking doughnuts doesn't play politics and they have better coffee!
1/31/2017 19:24,Thank you very much for your stance on hiring veterans and immigrants.  You will be getting more of my business!
1/31/2017 19:15,"Who are the bigots, and hypocrites now?  Trump will not be the one who you should fear.  I'm so sorry that SOROS and the extremely wealthy OWO have blinded you all.  Star Bucks you wont be ripping me off."
1/31/2017 19:14,"I'm going out like I did yesterday and I'm buying veterans, refugees and homeless people coffee. Everyone deserves some tasty coffee"
1/31/2017 19:14,"Boycott this company.  Despicable that they would hire refugees over Americans,"
1/31/2017 19:10,"I hope that while we're waiting for the immigration ban to be lifted, that we get to see some Special Reserve Coffees featured from Somalia or Sudan.   starbucks"
1/31/2017 19:10,I will be boycotting you!
1/31/2017 19:03,"Thank you for standing with the refugees and for your pledge to provide them with jobs. You are on the right side of history, and I commend you for it."
1/31/2017 19:01,I bought a coffee from Starbucks  once...cost me over 6 bucks ..took 1 sip had to throw  it away...it was that bad...hire who U wish..won't  get another red cent out of me
1/31/2017 19:00,"Effective immediately i will no longer be a starbucks customer after the announcement of 10k jobs going to refugees. Way too many veterans and actual citizens who need jobs

I buy 2- iced triple grande nonfat lattes per day, so about $10/day gone.  Poor decision, on my favebook page i see many others making the same decision"
1/31/2017 19:00,"Ahhhh......if only Starbucks would give 10,000 homeless veterans jobs......well, no more Starbucks for me!   A dumb move on the part of management."
1/31/2017 18:59,Love you Starbucks for supporting refugees.  We will support you more than ever because of this!!
1/31/2017 18:58,<3 Thanks for your pledge to hire refugees. Thanks for helping with job creation. Thanks for always going high when they go low.
1/31/2017 18:55,I will TRIPLE my Starbucks purchases after the wonderful announcement of Howard Schultz regarding employing refugees. Thank you-Thank you HS and Starbucks!
1/31/2017 18:55,"Thanks, Starbucks, for your commitment to hiring veterans and their spouses in the U.S. and refugees world-wide!  A real stand-up, patriotic company!"
1/31/2017 18:55,Thanks so much for supporting refugees!!
1/31/2017 18:54,"Well, I, for one, agree with what the CEO said and his actions. Bravo.

It's a very brave and admirable thing to be one of the lone voices who stand up for what they believe in, even in a sea of discontent..

...or just plain racist dumbassery.

Thank you, Starbucks...and Howard Schultz."
1/31/2017 18:54,"Thank you for being a local presence in a global community. I appreciate your commitment to helping those who have challenges to employment succeed, including our youth, immigrants and vets. Thanks!"
1/31/2017 18:52,"I didn't ask them to, but the Starbucks in Ripon, CA just replaced my sister's latte I accidentally dropped, at no charge. Great customer service!"
1/31/2017 18:51,I am a retired policeman from Michigan. I stop at a Starbucks perhaps three times per week. It is your choice to make a political statement regarding refugees and the number you may hire. It is my choice not to patronize your businesses. I will no longer purchase Starbucks products including coffee and K-cups.
1/31/2017 18:51,I'm betting these 10000 refugees won't get jobs without an interview to verify qualifications?  WHY SHOULD PEOPLE ENTERING THIS COUNTRY BE ANY DIFFERENT?
1/31/2017 18:51,My daughter and I just want to say how much we admire your company for their hiring of veterans. <3
1/31/2017 18:48,"I'm not supporting your decision to hire 10,000 refugees while you rebel against President Trump's Executive Decision.

Do you know that out of 300,000 people, only 129 were detained for approx. 24's??

 What's your problem? He's just doing what he said; America FIRST not LAST.. And it's Temporary!! 

 Why not hire Vets & homeless??? 

I love Starbucks but not any more..."
1/31/2017 18:45,So disappointed this morning I always order the vanilla chi tea latte and this morning I received hot milk I think monroe Starbucks needs more training. Ì†ΩÌ∏¢
1/31/2017 18:44,No more Starbucks for this kid.
1/31/2017 18:42,Unless we stand united we will fall. Bravo! Thank you for standing up to President Trump. All people are equal. M. Nelson
1/31/2017 18:42,Hire Americans!!!!!
1/31/2017 18:40,Keep up the good work !
1/31/2017 18:37,"I applaud you offering not only to hire refugees but continuing to support our Vets, I usually go to Dunkin but will start going to you all now, it will be more money but I admire your stance in the wake of the unlawful act by our shameful idiot in chief"
1/31/2017 18:37,Thank you for showing the rest of the world that we are not all the same as DT and his cronies. Your decision is brave and patriotic and just!
1/31/2017 18:35,"LOVE and HUGS! Thank you for standing up and doing the right thing with your international business. Hiring veterans, helping students, and now refugees. I wish more businesses were like you! What a positive impact you are creating in the world. I will continue to support you!"
1/31/2017 18:33,Supporting Starbucks. !
1/31/2017 18:32,"Bravo to Starbucks for having the courage to go on record saying they would hire refugees.  We are living in very xenophobic times, which doesn't say much for our citizens.  These refugees are escaping terroristic governments and deserve our compassion and our assistance.  They are not coming here to harm us but to escape from untold horror in their home countries."
1/31/2017 18:31,"According to the EEOC: ‚ÄúUnder the laws enforced by EEOC, it is illegal to discriminate against someone (applicant or employee) because of that person‚Äôs race, color, religion, sex (including gender identity, sexual orientation, and pregnancy), national origin, age (40 or older), disability or genetic information. It is also illegal to retaliate against a person because he or she complained about discrimination, filed a charge of discrimination, or participated in an employment discrimination investigation or lawsuit"
1/31/2017 18:28,"Just read the article on you hiring 10,000 refugees...I'm a poor hispanic american male and always thought that you were a bit overpriced for my budget but if you stick with this plan I pledge to stop at a Starbucks at least once a week to buy my coffee.  Thank you Starbucks for promoting the american dream."
1/31/2017 18:27,"For the last six to eight years I've been using Starbucks beans or pre-ground coffee, pretty much exclusively.  With your most recent announcement regarding hiring refugees I will refuse to buy your coffee anymore. I knew that you were a liberal company, no biggie, i can overlook that. But once you decided to put refugees futures over that of Americans I lost all respect for you as a company and will no longer drink, purchase or frequent your company. I'd rather drink mud.  I know that I am only one person, but certainly not the only one who feels this way. You have made a huge mistake and i believe your company will suffer because if it."
1/31/2017 18:27,I love starbucks
1/31/2017 18:26,Thank you for your support of refugees. Thank you for being on the right side of history.
1/31/2017 18:26,"I plan to buy more coffee from Starbucks--one for me and one for a police officer. 

Thanks for hiring immigrants. They come here from dire conditions"
1/31/2017 18:26,Thank you Starbucks for helping people in need! I will make an effort to patronize your shops.
1/31/2017 18:25,Thank you for what you are doing for immigrants and what you continue to do for veterans!! <3
1/31/2017 18:24,How about hiring returning vets with no job instead of refugees. My friends and I are all boycotting your establishment.
1/31/2017 18:19,Won't ever purchase Coffee from this company which doesn't care about real Americans.
1/31/2017 18:19,"Hey Starbucks: how about hiring 10,000 veterans?"
1/31/2017 18:17,We stand with you and are very proud of your decision!!  waytogoStarbucks
1/31/2017 18:16,Thank you for your commitment to hiring immigrants!
1/31/2017 18:15,Now not buying coffee from you for your political actions
1/31/2017 18:15,Don't want guns in their stores? Gonna hire a bunch of refugees? I don't feel safe there any more. I'll have to get my Joe elsewhere
1/31/2017 18:14,Thank you Starbucks for choosing compassion and humanity over fear and hate ! That's responsible corporate citizenship. I will be enjoying my Starbucks coffee even more now !!
1/31/2017 18:11,"Instead of hiring 10,000 from other country's how about putting 10,000 Americans or veterans to work."
1/31/2017 18:08,Thank you for your compassion and decency!
1/31/2017 18:06,why didn't you complain when Obama did the same thing ????
1/31/2017 18:05,"Shame on you, discrimating against Americans just because they are not refugees. Discriminating based on nationality is wrong and shameful. Starbucks just lowered themselves to Trumps level. Discrimination is wrong for any reason."
1/31/2017 18:04,"Instead of hiring 10,000 refugees why not hire all the 16 year olds that have applied for a job at your establishiment and have gotten zero reponse, one being my daughter.  It's a shame that you will hire a refugee before an American citizen who wants to work.
."
1/31/2017 18:02,"thank you for having a social conscience.  thank you, thank you, thank you"
1/31/2017 18:01,"Shame on Starbucks wanting to hire 10,000 refugees instead of unemployed Americans - off my coffee places to go forever!!"
1/31/2017 18:00,Thank you for supporting refugees! I will continue to support you with my business!
1/31/2017 17:59,"How dare you help refugees fleeing persecution, oppression and violence, Starbucks! That's something Christ might do. BoycottJesus DownWithMatthew25 BeatitudeAdjustment Hashtag"
1/31/2017 17:58,Thank you for your commitment to hiring refugees! <3 <3 <3
1/31/2017 17:57,"Thank you for your commitment to hire 10,000 immigrants and refugees.  I hope it's true. I sincerely hope you do.  I support you."
1/31/2017 17:54,You hire refugees.....I will never ever buy from a Starbucks.  I am not the only one.  Be careful.
1/31/2017 17:53,"Here's me thinking my local SB would be nice and empty due to people not fully reading your statement and understanding the message behind it. No such luck, never seen it so busy.  But thanks for the birthday drink. ‚òï"
1/31/2017 17:52,Good bye Starbuck's. Until you can put America first and hire from within I can get my coffee elsewhere!
1/31/2017 17:49,"my daughter served two tours in Iraq and worked along side intrepreters. These men put their lives and their familes lives at stake to help our soldiers!!! Thank you Starbuck for offering these immigrants jobs.I think I'll have a tall,caramel, macchiato,soy"
1/31/2017 17:48,Thank you Starbucks for taking a stand on the immigration ban.  Thank you also for your commitment to hiring veterans.  I'll be stopping by to get a cup of coffee from your compassionate company.
1/31/2017 17:47,"Woodland Park, CO I am joining the boycott. It appears we don't vote for our leaders anymore. Instead  we use our power to resist. I can to that too. Sixty-six year old grandpa."
1/31/2017 17:44,"Congratulations for promising to employ refugees to our country.  In some way, most of us are immigrants who have benefited from the protections of the US.  I will become an even more consistent customer as a result of the corporate decision"
1/31/2017 17:42,Thank you for all that you do Starbucks! For refugees and veterans! I will buy a Frappuccino today to celebrate!
1/31/2017 17:42,"Thanks, Howard.  Proud to be a SBUX shareholder!"
1/31/2017 17:42,"Inspired and motivated I took a run to my local Starbucks for my delicious venti and that of the next 10 people. Have a beautiful day my friends! 
drinkstarbucks iheartstarbucks kindnesstrumpshate bethechange wwjd humanity eeoc titlevii justbenice"
1/31/2017 17:41,Boycotting you all.
1/31/2017 17:41,"Hey Starbucks.........when youre flying on a plane and the oxygen masks fall, who's do you put on first?  Yours or the guy next to you?  You put on yours first, then help the guy next to you because if your unconscious you cant help anyone.  The same goes for America.  And thats the attitude you need to have these days.  Nothing wrong with helping others, but help Americans first!  Until you learn to do that, you wont be seeing my face in your stores anymore."
1/31/2017 17:40,"I was just wondering why Starbucks doesn't hire Veterans vs refugee's ? If it weren't for our Vet's, you wouldn't be... A little food for thought."
1/31/2017 17:39,Thank goodness for Dunkin' Donuts for my coffee now. Shame on you Starbucks.  How about hiring an American or a  Vet?
1/31/2017 17:35,"Thank you for your efforts to hire veterans, enter diverse communities AND hire 10,000 refugees!!!!  resist  I'll be stopping by more often!  ‚ô•‚ô•‚ô•"
1/31/2017 17:35,Thank you for standing with true American values in your promise to hire refugees. One of the many reasons for the success of this fine company is it's commitment to humanity. ‚ù§Ô∏èÌ†ΩÌπèÌ†ºÌøº
1/31/2017 17:31,DUMP THE STOCK...WE THE PEOPLE are pouring Starbucks down the SWAMP DRAIN!!!  WE HAVE SPOKEN LOAD and CLEAR.  AMERICANS FIRST!!!!
1/31/2017 17:30,"Thank you for you efforts starting in 2014 to hire 10,000 veterans. Today, I thank you for your efforts to hire 10,000 veterans. We need more businesses that actively make change."
1/31/2017 17:28,"I NEVER go to Starbucks anyway, but you can be assured that you messed up big time! I hope your business goes under."
1/31/2017 17:27,Notice The Starbucks clones. They all look alike they all stand in line with their phone ready to buy their Latte. Look around at a Starbucks. Carbon copies of each other cannot think for themselves
1/31/2017 17:26,"If you have posted something concerning Vets, please take it down. Starbucks actually has a awesome program to hire veterans."
1/31/2017 17:22,"BoycottStarbucks
Where's your 10,000 jobs for unemployed Americans?
I'll be supporting my locally owned coffee houses going forward. 
By the way, you recently announced you did not want customers who believe in traditional marriage and that's fine. But it leaves you with a customer base comprised of gays, lesbians and their supporters. Also fine. But then you want to hire 10,000 Muslims to serve customers that Muslims believe should be beheaded. Makes perfect business sense to me. Good luck with that."
1/31/2017 17:22,Hooray Starbucks for being so amazing. Thank you for your statement to hire immigrants. We need you in more ways than you know.  THANK YOU!!!!
1/31/2017 17:20,Thank you! You have a new customer here.
1/31/2017 17:19,"When are you guys going to start offering vegan food? You said you were testing some vegan items back in 2015 ... so what's the latest? I'm a frequent customer and it's a bummer that you have almost nothing I can eat. :/ Plus, vegan items are healthier and more sustainable. Ramp it up pretty please! (Y) (Also, kudos on hiring refugees! Keep up the progressive policies!)"
1/31/2017 17:18,Too bad you are putting refugees ahead of  unemployed US citizens. Boo to you.
1/31/2017 17:18,THANK YOU THANK YOU THANK YOU for standing up for love and inclusion.
1/31/2017 17:15,"Hey Starbucks! I've had my doubts about you in the past, but I applaud your recent statements and commitments to hire both veterans AND refugees. Thank you!! Please don't pay any mind to the ignorant people who say otherwise."
1/31/2017 17:13,"So Starbuck's wants to hire 10,000 refugee's. How about hiring 10,000 veterans instead."
1/31/2017 17:12,"I want to give you a heart felt thank you. I have always been a big supporter of the work you do to help communities not just here in the US but also across the world. I know you're only one corporation, but you do a lot and I want to really thank you."
1/31/2017 17:11,I am a conservative with a liberal us citizen son who was hired by Starbucks in NYC.  My son depending on the job offer of Starbucks temporarily ceased looking for a position but was never put on the schedule.  After many attempts to find out what was happened he was finally told they had hired to many people and could not use him after all.   So here we are being told you are going to hire a whole bunch of immigrants.  Please am I supposed to believe that you care about anyone?
1/31/2017 17:08,"After the recent release I am informing you that I will no longer be visiting your Cross Hands outlet.
My contribution to your company may be small but if enough do the same it may make a difference."
1/31/2017 17:07,"Thank you Starbucks for standing up you Trumbs bigotry and hate.
You have earned my business."
